-609 -0.1479 -0.0618 -0.2697 -0.1115  0.1564  0.0000
-709 -0.0576  0.0276 -0.1067 -0.0427  0.2295  0.0000
-809 -0.0745 -0.1486  0.1291  0.2148 -0.0766  0.0000
 109  0.0292  0.0395 -0.1446  0.1347  0.0212  0.0000
 209  0.1164  0.0701 -0.1606 -0.0501  0.1441  0.0000
 309  0.1486 -0.1174  0.0937 -0.0099  0.1945  0.0000
 409  0.0580 -0.1678  0.1183 -0.2902  0.0264  0.0000
 509 -0.0404 -0.1194  0.3107  0.1009 -0.0307  0.0000
 609  0.0537 -0.2029 -0.2538  0.0355 -0.2448  0.0000
 709  0.0940 -0.1497 -0.1084 -0.0121 -0.2191  0.0000
 809  0.0528  0.0425  0.3056 -0.0312 -0.0892  0.0000
-110 -0.2042 -0.0645 -0.1961 -0.0583 -0.0563  0.0000
-210 -0.0313 -0.0245 -0.0639  0.1820 -0.0777  0.0000
-310  0.1041 -0.1107  0.2557  0.2137  0.0097  0.0000
-410 -0.1055 -0.1474  0.0778  0.2813 -0.0520  0.0000
-510 -0.1104 -0.1670  0.1478 -0.0670 -0.1375  0.0000
-610  0.0264  0.0810 -0.2664  0.1440  0.1994  0.0000
-710  0.0007  0.0614 -0.0984 -0.1509  0.2553  0.0000
-810 -0.0655  0.0499  0.1019 -0.0040 -0.0710  0.0000
 110  0.0132  0.0588 -0.1242 -0.0343 -0.0456  0.0000
 210  0.1473  0.0010 -0.1494 -0.0403  0.1518  0.0000
 310  0.1778  0.0767  0.0825  0.2305  0.2164  0.0000
 510  0.0440 -0.2363  0.3382 -0.0311 -0.0768  0.0000
 610 -0.0822  0.1791 -0.2653  0.0616 -0.1881  0.0000
 710  0.0850  0.0676 -0.1095  0.2294 -0.2978  0.0000
 810 -0.0122  0.1442  0.2608  0.1259 -0.0536  0.0000
-111 -0.2342 -0.1177 -0.2281  0.1303 -0.0929  0.0000
-211 -0.0617 -0.0773 -0.1027  0.2027 -0.0691  0.0000
-311  0.0542 -0.0016  0.1959  0.1952 -0.0694  0.0000
-411 -0.1461  0.1306  0.0343 -0.1500 -0.1476  0.0000
-511 -0.1448 -0.1067  0.1624 -0.1131 -0.1217  0.0000
-611  0.0027  0.2829 -0.2723 -0.1448  0.1086  0.0000
-711 -0.0406 -0.0251 -0.0332 -0.1197  0.3612  0.0000
-811 -0.1356 -0.1151  0.1410  0.1807 -0.0043  0.0000
 111  0.0108  0.1052 -0.1648  0.1857 -0.0166  0.0000
 211  0.1046  0.1313 -0.1414  0.0970  0.1677  0.0000
 311  0.1305 -0.1762  0.0993 -0.3413  0.2259  0.0000
 411 -0.0356 -0.0875  0.1204 -0.0766  0.0047  0.0000
 511  0.0119 -0.1696  0.1560  0.0767  0.1064  0.0000
 611 -0.1378  0.1227 -0.3281  0.0677 -0.0960  0.0000
 711  0.0940 -0.0501 -0.1720  0.0447 -0.1705  0.0000
 811 -0.0024  0.0373  0.2744 -0.0479 -0.1213  0.0000
-112 -0.1721 -0.0510 -0.2539  0.2040 -0.1085  0.0000
-212 -0.0528  0.0052 -0.1354 -0.0459 -0.1935  0.0000
-312  0.0442 -0.0319  0.1655  0.1900 -0.1179  0.0000
-412 -0.1524  0.0362  0.0099 -0.0850 -0.1808  0.0000
-512  0.0151  0.0246  0.1542  0.1028 -0.1576  0.0000
-612  0.0070  0.2265 -0.2217 -0.1320  0.1487  0.0000
-712 -0.0939 -0.0296 -0.0390 -0.0428  0.3286  0.0000
-812 -0.1647 -0.0123  0.1448 -0.0221 -0.0120  0.0000
 112 -0.0738  0.0826 -0.2123  0.0759  0.0874  0.0000
 212  0.2631  0.1614 -0.1111  0.1796  0.1276  0.0000
 312  0.2355  0.0203  0.1286  0.1690  0.2070  0.0000
 412  0.0664 -0.1597  0.1606 -0.0978 -0.0531  0.0000
 512 -0.0741  0.1159  0.3849  0.0203 -0.1412  0.0000
 612 -0.0968  0.0734 -0.3247 -0.0198 -0.1004  0.0000
 712  0.1630 -0.1017 -0.1773 -0.0402 -0.1943  0.0000
 812  0.0400  0.0435  0.2854  0.0770 -0.1109  0.0000
-113 -0.2583 -0.0035 -0.2897  0.0651 -0.0656  0.0000
-213 -0.0241 -0.0283 -0.1136 -0.1614 -0.1524  0.0000
-313  0.0607  0.0418  0.1813  0.2464 -0.1266  0.0000
-413 -0.0536 -0.0936  0.0162  0.0629 -0.1954  0.0000
-513  0.0366  0.1250  0.1030 -0.0518 -0.2189  0.0000
-613  0.0218  0.1275 -0.1215  0.0610  0.2649  0.0000
-713 -0.0220 -0.1008 -0.0568 -0.1103  0.2441  0.0000
-813 -0.0853  0.0421  0.1306 -0.1360 -0.0229  0.0000
 113  0.0140  0.1197 -0.2743  0.1597  0.0791  0.0000
 213  0.1879  0.2046 -0.0496  0.2866  0.0493  0.0000
 313  0.2503 -0.0211  0.2037  0.3212  0.0994  0.0000
 413  0.0538 -0.0094  0.1860 -0.0400 -0.1054  0.0000
 513 -0.0293 -0.0689  0.3342 -0.2381 -0.0790  0.0000
 613 -0.0162 -0.0425 -0.3956 -0.2649  0.0787  0.0000
 713  0.0427 -0.1218 -0.2137 -0.1078 -0.1049  0.0000
 813  0.0615  0.1264  0.3235  0.2662 -0.2019  0.0000
-114 -0.2219  0.0148 -0.3182 -0.1493 -0.1509  0.0000
-814 -0.0305 -0.0356  0.0538  0.0251 -0.1332  0.0000
 114 -0.1422 -0.0909 -0.2421 -0.0694  0.0530  0.0000
 214  0.2361  0.0546  0.0794  0.0958 -0.1352  0.0000
 314  0.0629  0.1146  0.2330 -0.0001 -0.0927  0.0000
 614 -0.0120  0.1022 -0.3915 -0.0695  0.3877  0.0000
 714  0.0971  0.0073 -0.3469  0.1130  0.3432  0.0000
 814  0.0277  0.0363  0.1971  0.0743 -0.0779  0.0000
-115 -0.2503  0.0393 -0.3259 -0.0796 -0.1650  0.0000
-815 -0.1062  0.0788  0.0369 -0.0983 -0.0923  0.0000
 115  0.0173 -0.0830 -0.2989 -0.0109  0.1318  0.0000
 215  0.1113  0.0577  0.0656  0.1328 -0.3080  0.0000
 715  0.0345 -0.0546 -0.2373  0.0711  0.5458  0.0000
 815  0.0495 -0.0464  0.2119 -0.0522 -0.1934  0.0000
